id,measure_count,note_count,8th,qtr,half,16th,other,per_measure_sig,side_by_side,suspicious
84,4,28,24,4,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0084.png,
85,4,31,31,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0085.png,
86,8,55,55,0,0,0,0,"0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0086.png,
87,5,28,27,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,1.0",/tmp/bml-book-compare/0087.png,
88,5,26,25,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0088.png,
89,5,28,27,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,1.0",/tmp/bml-book-compare/0089.png,
90,4,25,24,1,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0090.png,
91,4,25,24,1,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0091.png,
92,3,17,17,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0092.png,
93,3,17,17,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0093.png,
94,5,28,24,4,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0094.png,
95,5,27,26,0,1,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 2.0",/tmp/bml-book-compare/0095.png,
96,5,27,26,0,1,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 2.0",/tmp/bml-book-compare/0096.png,
97,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0097.png,
98,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0098.png,
99,3,21,15,0,0,0,6,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0099.png,
100,4,20,16,0,4,0,0,"0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0100.png,
101,4,20,16,0,4,0,0,"0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0101.png,
102,3,15,9,0,3,0,3,"0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0102.png,
103,3,15,12,0,3,0,0,"0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0103.png,
104,4,20,16,0,4,0,0,"0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0104.png,
105,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0105.png,
106,5,20,13,4,0,0,3,"0.5 | 0.5,0.5,0.5,0.5,1.0,0.5 | 0.5,0.5,0.5,0.5,1.0,0.5 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5 | 1.0",/tmp/bml-book-compare/0106.png,
107,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0107.png,
108,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0108.png,
109,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0109.png,
110,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0110.png,
111,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0111.png,
112,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0112.png,
113,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0113.png,
114,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0114.png,
115,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0115.png,
116,3,24,18,0,0,0,6,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0116.png,
117,4,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0117.png,
118,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0118.png,
119,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0119.png,
120,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0120.png,
121,2,16,13,0,0,0,3,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0121.png,
122,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0122.png,
123,3,17,17,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0123.png,
124,4,18,17,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0124.png,
125,4,18,17,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0125.png,
126,3,18,18,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0126.png,
127,5,21,18,3,0,0,0,"0.5,0.5,0.5,0.5,0.5,1.0,0.5 |  | 0.5,0.5,0.5,0.5,0.5,1.0,0.5 |  | 0.5,0.5,0.5,0.5,0.5,1.0,0.5",/tmp/bml-book-compare/0127.png,
128,2,12,12,0,0,0,0,"0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0128.png,
129,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0129.png,
130,3,21,18,3,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0130.png,
131,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0131.png,
132,3,24,21,0,0,0,3,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0132.png,
133,4,28,18,4,0,0,6,"0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0133.png,
134,4,25,25,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0134.png,
135,4,25,25,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0135.png,
136,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0136.png,
137,4,28,17,3,0,5,3,"0.5,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.5 | 0.25,0.25,0.5,0.5,0.5,1.0,0.5,0.5 | 0.25,0.25,0.25,0.5,0.5,0.5,1.0,0.5,0.5",/tmp/bml-book-compare/0137.png,
138,4,29,17,3,0,0,9,"0.5,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.5",/tmp/bml-book-compare/0138.png,
139,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0139.png,
141,5,24,16,8,0,0,0,"0.5,0.5 | 1.0,0.5,0.5,1.0,0.5,0.5 | 1.0,0.5,0.5,1.0,0.5,0.5 | 1.0,0.5,0.5,1.0,0.5,0.5 | 1.0,0.5,0.5,1.0",/tmp/bml-book-compare/0141.png,
142,4,18,17,0,0,0,1,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 3.0",/tmp/bml-book-compare/0142.png,
143,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0143.png,
144,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0144.png,
145,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0145.png,
147,4,13,0,9,0,0,4,"1.0,1.0,1.0,1.0 | 1.0,1.0,1.0,1.0 | 0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0 | 4.0",/tmp/bml-book-compare/0147.png,
148,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0148.png,
149,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0149.png,
150,2,16,10,0,0,0,6,"0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0150.png,
151,3,32,8,0,0,3,21,"0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666 | 0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.25,0.25,0.25,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5",/tmp/bml-book-compare/0151.png,
152,2,32,8,0,0,0,24,"0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5",/tmp/bml-book-compare/0152.png,
153,4,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0153.png,
154,4,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0154.png,
155,2,28,7,0,0,0,21,"0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5 | 0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5",/tmp/bml-book-compare/0155.png,
156,4,20,16,4,0,0,0,"0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0156.png,
157,4,32,29,0,0,0,3,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0157.png,
158,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0158.png,
159,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0159.png,
160,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0160.png,
161,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0161.png,
162,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0162.png,
163,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0163.png,
164,4,29,28,1,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0164.png,
165,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0165.png,
166,4,28,12,16,0,0,0,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0 | 1.0,1.0,1.0,1.0",/tmp/bml-book-compare/0166.png,
167,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0167.png,
168,3,27,0,0,0,0,27,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0168.png,
169,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0169.png,
170,4,25,22,0,0,0,3,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0170.png,
171,4,25,25,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0171.png,
175,8,43,36,0,0,0,7,"0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5",/tmp/bml-book-compare/0175.png,
176,8,43,36,0,0,0,7,"0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5",/tmp/bml-book-compare/0176.png,
177,5,25,21,0,0,0,4,"0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5 | 0.5,0.5,0.5,0.5,1.5,0.5",/tmp/bml-book-compare/0177.png,
